@relation kaggle

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric

@data
0.241386,0.23479,0.121822,1.037988,0.261718,1.560634,0.55993,0.159885,-0.247731,1.19558
0.043885,-0.157769,0.328093,0.552225,0.261718,0.522513,0.484429,0.270941,0.62535,0.319112
0.303106,0.022808,0.146717,-1.815842,0.261718,-0.723232,0.257927,-1.42249,-0.777816,-0.66572
0.068573,-0.204876,0.424116,1.412158,0.261718,-1.346105,-2.384602,0.242575,-0.154186,-1.47263
0.09326,-0.055704,0.068476,0.305076,0.261718,0.107265,-2.988609,0.546193,0.001721,-1.455415
-0.116585,-0.652394,0.505913,-1.24874,0.261718,-1.553729,0.371178,-2.312783,-1.307901,-1.476259
0.229043,0.124874,0.182281,0.686496,0.261718,-0.266459,0.182426,1.193678,0.064084,-0.213219
-0.091897,0.344707,0.182281,0.722749,0.261718,0.397939,-0.006326,-0.653679,-0.528364,0.503712
0.290762,0.077766,0.118265,0.275805,0.261718,-0.847807,0.069175,0.67915,-0.278912,-0.674701
0.192011,-0.251983,0.33165,0.296423,0.261718,-0.432558,0.55993,0.586966,0.095265,-0.555114
0.241386,0.23479,0.310311,-1.710992,0.261718,-1.678304,0.031425,-0.215687,0.095265,-1.432378
0.043885,0.274046,0.182281,0.095763,0.261718,-0.723232,0.220177,0.36864,-0.43482,-0.65487
0.105604,-0.149918,0.438342,0.934659,0.261718,-0.224934,0.182426,0.996184,0.032902,-0.180404
0.192011,-0.259834,0.402778,-0.06593,0.261718,0.107265,0.220177,0.583879,0.313536,0.104507
0.426544,-0.055704,-0.08445,0.139087,0.976743,-0.432558,-1.440842,0.356582,0.968347,0.616223
0.25373,-2.426761,0.352988,-0.05119,-0.095795,1.020811,-0.157328,-0.242014,-0.123005,1.159933
0.377169,0.014957,0.381439,0.292753,0.261718,-0.598658,0.144676,0.676548,0.937165,-0.503844
0.117948,-0.220579,0.367214,0.914608,0.261718,0.273364,0.257927,0.911669,0.531806,0.235498
0.352481,0.211237,0.306755,-0.946242,0.17234,0.14879,0.182426,-0.846299,-0.559546,0.169242
0.09326,-0.055704,0.068476,0.305076,0.261718,1.062336,0.52218,0.512469,-0.060642,0.811444
-0.042522,-0.322644,0.310311,0.287293,0.261718,-0.432558,0.295677,0.89802,0.095265,-0.435358
-0.06721,-0.197025,0.299642,-1.66337,0.261718,-0.307984,0.144676,0.252924,0.282354,-0.222959
-0.338774,-0.267686,0.441898,0.616019,0.440474,-1.719828,-1.516343,-1.62243,-0.902542,-0.654255
-0.252367,0.281897,0.146717,-0.082938,0.261718,1.394535,0.484429,-1.370282,-0.497183,1.094209
0.142636,-0.448263,0.438342,0.978909,0.261718,-0.972381,0.144676,-0.204056,-0.840179,-0.838108
-0.22768,0.446772,0.534365,0.177429,0.17234,-0.764757,0.484429,1.194124,0.687713,-0.801039
-2.449572,4.835583,0.352988,0.048976,-2.419627,-2.633375,3.24021,2.099116,-2.305708,-3.015289
0.080916,0.313302,0.079145,0.588985,0.261718,0.522513,0.144676,-0.318084,-0.341275,0.52241
0.290762,0.156278,0.136047,1.401386,0.082961,0.771662,-0.232828,0.986884,0.344717,0.981409
-0.215336,0.10132,0.235627,-0.280585,0.261718,-0.557133,-0.119577,-0.06976,0.126447,-0.320582
-3.498799,0.391814,0.374326,-5.440122,0.261718,-0.349509,0.220177,1.018531,0.469443,-0.305826
-0.881904,-1.947839,0.217845,2.046336,0.17234,0.813187,0.861934,-0.498045,0.157628,0.362884
0.624046,-0.071406,0.221401,-0.586246,0.887365,-1.636779,-0.308329,-1.989303,0.126447,-1.239725
0.204355,-0.134216,0.043581,-0.654873,0.261718,0.06574,0.937434,-0.273622,0.718895,-0.314976
0.512951,-0.416858,0.125378,0.549719,0.976743,-1.38763,-1.138838,0.88342,1.779065,-0.556657
-0.017834,-2.426761,0.278304,0.506662,0.17234,0.480988,0.446679,0.719767,0.064084,0.341294
-0.042522,0.007106,0.264078,-0.162546,0.17234,-1.429155,0.144676,0.61537,1.093072,-1.254999
0.043885,0.030659,0.537921,-2.244735,0.261718,-0.972381,0.55993,-2.33614,-0.902542,-1.04325
-0.314087,-0.040001,0.303198,1.37665,0.17234,0.979286,0.55993,0.735416,1.654339,0.685962
0.167323,0.690159,-0.08445,-0.009059,0.261718,-0.266459,0.446679,-0.338043,-0.372457,-0.359375
0.043885,0.69801,0.022242,0.912997,0.261718,0.14879,0.295677,1.371911,-0.060642,0.090173
-0.104241,-0.338346,0.384996,-0.096275,0.261718,-0.806282,-1.893847,0.071642,0.438262,-2.642773
0.130292,-0.275537,0.274747,-0.574878,0.261718,-0.723232,0.55993,-1.673143,-1.962712,-0.809959
0.241386,-0.157769,0.338762,-1.203923,0.261718,0.06574,0.182426,0.385978,-0.029461,0.089956
0.09326,-0.267686,0.168055,-0.383884,0.261718,-0.640182,-0.044076,0.229315,0.032902,-0.444122
-0.425181,-0.071406,0.424116,1.863279,0.17234,-0.01731,0.484429,1.297434,2.059698,-0.128579
-0.091897,0.2976,0.079145,0.196496,0.261718,-0.183409,0.182426,0.262165,-0.029461,-0.151858
0.599358,-2.426761,0.011573,0.54026,0.976743,-1.263055,-1.403091,1.100989,1.841428,-0.272349
0.142636,-0.244132,-3.206971,0.165524,0.887365,-2.135077,-0.987837,-2.73437,-3.20997,-1.387882
-0.16596,-0.134216,0.256965,0.387041,0.261718,-0.36335,0.748682,-0.454496,-0.08143,-0.596077
-0.042522,-2.395356,-3.210528,-1.128463,-0.721442,-1.30458,-0.044076,-2.090205,-2.087438,-1.042418
-0.301743,-0.055704,0.210732,-0.147477,0.261718,1.477585,0.144676,-1.250333,-0.372457,1.379035
-0.252367,-0.008597,-2.044028,0.342613,0.351096,1.103861,0.371178,0.757491,1.872609,0.908114
0.229043,-0.354049,0.182281,0.210878,0.261718,1.103861,0.408929,-0.340469,0.032902,0.873805
0.192011,-0.251983,0.33165,0.296423,0.261718,-0.349509,0.295677,0.791177,0.251173,-0.357675
-0.215336,-0.204876,0.456124,-0.099826,0.17234,0.522513,-1.063338,-0.9572,0.500624,1.317433
0.25373,0.219088,0.14316,0.720541,0.261718,-0.474083,-0.006326,0.922153,0.40708,-0.313734
-3.498799,-0.16562,0.811764,-1.809159,-4.922215,-0.972381,0.031425,-1.106931,-2.118619,-0.790056
8.314263,-0.087108,0.527252,0.659642,-3.134652,0.06574,0.55993,0.942637,0.126447,-0.123781
0.117948,0.069915,0.338762,-1.296004,0.261718,-1.802878,0.144676,-1.446526,0.594169,-1.602982
0.09326,0.054213,0.374326,0.378926,0.261718,-2.633375,-0.006326,-3.179565,-2.9917,-2.294018
-0.338774,-0.291239,0.520139,1.054429,0.261718,1.186911,0.333428,0.738911,0.718895,1.003035
0.241386,-0.157769,0.338762,-1.203923,0.261718,0.480988,0.144676,0.661618,0.251173,0.472875
-3.498799,0.148427,-3.210528,-0.293087,-4.922215,-0.10036,-0.761334,0.581627,-0.060642,0.498046
-0.16596,-0.267686,0.256965,0.051662,0.261718,-0.307984,-0.270579,-1.593947,-1.49499,0.005257
0.080916,0.650903,-0.023991,0.472826,0.261718,0.813187,0.408929,-0.812225,-0.091823,0.632522
-0.178304,0.902141,-0.041773,0.593103,0.261718,-0.10036,0.484429,0.294764,-0.466001,-0.228432
-0.153617,9.65621,0.05425,0.56598,-1.078955,0.301048,0.295677,0.336138,-0.08143,0.228783
1.043737,-0.401156,0.473906,0.506215,0.261718,0.024215,-0.006326,-0.508743,-1.370264,0.165662
-0.00549,0.360409,0.28186,-0.213479,-1.168333,2.183507,-0.006326,-0.683171,-1.245538,2.131275
0.4142,-0.173471,0.392108,-0.130887,0.261718,-0.224934,0.597681,0.176078,-0.341275,-0.40117
0.043885,0.407516,-0.120014,0.281743,0.261718,0.06574,0.446679,0.519323,0.251173,-0.06447
-0.338774,-0.291239,0.520139,1.054429,0.261718,0.14879,0.257927,0.335284,0.594169,0.107303
0.25373,-2.426761,0.352988,-0.05119,-0.095795,-0.10036,-0.044076,-0.254187,-0.154186,0.052935
0.142636,-0.142067,0.246296,0.789259,-1.347089,0.564038,0.295677,0.693906,0.032902,0.460929
-0.042522,-0.110662,0.40989,1.097277,0.261718,0.397939,0.484429,1.485764,0.594169,0.206493
-0.881904,-1.947839,0.217845,2.046336,0.17234,2.391131,0.257927,0.504509,1.311343,2.147213
-0.00549,0.611647,0.022242,1.012179,0.261718,0.522513,0.182426,0.226092,0.126447,0.491428
0.056229,0.533135,0.185837,0.882801,0.261718,0.024215,0.257927,1.228159,-0.029461,-0.001506
-0.017834,-0.22843,0.37077,1.293671,0.17234,1.934358,0.257927,0.568948,1.217798,1.715988
0.266074,0.258344,-3.210528,-0.405994,0.261718,-1.055431,-0.006326,1.057323,0.469443,-0.840772
0.229043,-0.354049,0.182281,0.210878,0.261718,-0.307984,0.597681,-1.658504,-1.619716,-0.473898
-0.338774,-0.09496,0.527252,1.857252,-1.257711,1.186911,-1.403091,-0.016387,1.061891,2.275635
0.068573,-0.181323,-3.210528,-0.294311,-1.168333,0.14879,-0.081827,0.774829,0.157628,0.318341
0.241386,-0.322644,0.28186,0.274612,0.261718,0.024215,0.635431,0.81531,0.18881,-0.19522
0.994361,-0.008597,-0.148465,0.826884,0.261718,1.020811,1.201687,-0.318375,-0.060642,0.347477
0.15498,-0.385453,0.381439,0.314237,0.261718,-0.141884,0.446679,0.298356,0.18881,-0.250722
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-0.474083,-2.950858,-0.346352,-0.278912,-1.972616
0.056229,-0.730905,0.441898,0.183695,0.261718,1.186911,0.106925,-0.343498,-0.154186,1.135642
0.117948,0.069915,0.338762,-1.296004,0.261718,-1.38763,0.408929,-0.135889,0.438262,-1.318264
0.192011,0.148427,0.19295,-1.29308,0.261718,-0.723232,-0.081827,-2.074653,-0.559546,-0.502843
-0.00549,0.360409,0.28186,-0.213479,-1.168333,0.605563,0.673182,-0.86352,-0.528364,0.279957
0.451232,-0.267686,0.335206,-0.831336,0.261718,0.605563,0.182426,0.685383,0.126447,0.557141
-0.00549,-0.660245,0.345875,-0.270589,0.261718,1.26996,0.220177,-0.926019,-0.341275,1.147806
-0.091897,-0.142067,0.324537,0.65821,0.17234,-0.10036,-0.081827,0.480181,-0.216549,0.081421
0.216699,-2.08916,0.424116,-0.457525,0.082961,1.726734,-2.497853,-0.011087,-0.310094,-0.696762
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-0.391033,-0.119577,-0.22788,-0.154186,-0.171122
-0.054866,0.580242,0.032912,-0.016668,0.261718,2.141982,-2.497853,-0.830514,-0.341275,-0.382919
0.117948,-0.189174,0.029355,0.763359,0.887365,0.024215,-0.799085,0.061857,0.375899,0.657331
0.759828,-1.304042,-0.023991,-0.973663,-0.006417,0.771662,-0.950086,0.908757,1.68552,1.5341
-0.38815,-1.021399,0.057807,1.228564,-0.006417,0.979286,1.163937,0.089524,1.093072,0.366489
-0.190648,-0.024299,0.367214,2.258633,0.17234,0.896237,0.333428,1.150615,2.090879,0.794
-0.091897,0.226939,0.267634,0.024091,0.261718,0.688613,0.446679,-1.097126,-0.310094,0.484352
-0.32643,-0.157769,0.424116,1.924954,0.17234,0.730137,0.333428,1.030064,2.028517,0.598526
0.130292,-0.024299,0.246296,0.121006,0.082961,-2.467276,0.031425,-2.447856,-0.466001,-2.159182
0.006853,-0.181323,0.388552,0.301377,-0.095795,0.273364,0.371178,0.011687,0.095265,0.16125
0.019197,-0.424709,0.33165,0.137655,-0.006417,0.06574,0.446679,0.060847,-0.123005,-0.067231
0.056229,-0.291239,0.239183,0.767954,0.17234,0.356414,-0.081827,-0.491832,-0.808997,0.505424
0.73514,-0.283388,0.089814,-1.848127,0.976743,-1.38763,-1.138838,-1.729564,-0.029461,-0.53984
0.019197,-0.087108,0.384996,0.794958,0.261718,0.107265,0.333428,0.75955,0.687713,0.03519
-0.153617,9.65621,0.05425,0.56598,-1.078955,1.26996,-0.308329,-0.22485,-0.091823,1.502673
-0.22768,0.046362,0.214288,0.746888,0.261718,-0.847807,0.144676,1.611944,0.687713,-0.728021
-3.498799,0.007106,0.342319,-0.318002,-4.922215,-1.38763,0.408929,-0.591433,-0.247731,-1.336009
0.117948,0.124874,0.128935,0.3837,0.17234,0.937762,0.937434,-0.876354,-0.777816,0.424004
0.229043,-0.354049,0.182281,0.210878,0.261718,0.564038,0.484429,-0.019785,-0.091823,0.352034
-0.252367,0.281897,0.146717,-0.082938,0.261718,1.477585,0.295677,-0.665017,0.344717,1.282474
0.192011,0.242641,0.164499,0.576722,0.261718,-0.889332,0.295677,-0.339071,-0.840179,-0.82979
0.438888,-0.047852,0.388552,0.873551,-1.078955,-0.681707,-2.988609,-0.422499,-1.276719,-0.474297
0.117948,0.171981,0.217845,1.738109,0.261718,-0.266459,-0.459331,1.073904,-0.185368,0.14213
2.105308,-0.079257,0.239183,-1.152363,-0.989576,-0.972381,0.106925,-0.2179,-1.463808,-0.822485
-0.301743,-0.055704,0.210732,-0.147477,0.261718,-0.515608,-0.006326,-0.226132,0.718895,-0.343763
0.09326,-0.385453,0.352988,0.546705,0.261718,-0.432558,0.031425,0.445,0.064084,-0.295265
0.006853,0.164129,0.125378,0.58451,0.261718,-0.183409,0.069175,0.517886,-0.403638,-0.082806
0.438888,0.195534,0.14316,-0.809435,0.261718,-1.096956,0.333428,-0.29692,-0.216549,-1.039947
-0.042522,0.140576,0.089814,0.07231,0.261718,0.439463,-0.232828,-1.733098,-0.808997,0.694147
-0.054866,-0.024299,0.079145,0.136282,0.261718,-0.058835,0.635431,-0.308182,-0.528364,-0.269998
0.290762,-0.189174,0.079145,-0.085921,0.976743,-0.972381,-1.516343,-0.016232,1.061891,0.099383
0.47592,-0.338346,0.047137,-0.000972,0.976743,-1.263055,-1.176589,0.373222,1.155435,-0.418023
0.241386,0.23479,0.121822,1.037988,0.261718,1.477585,0.673182,0.090048,-0.43482,1.044048
0.426544,-0.055704,-0.08445,0.139087,0.976743,0.273364,-1.32759,0.451,1.186617,1.295674
-3.498799,-0.369751,0.552147,0.331573,-4.922215,0.397939,0.484429,0.269038,-0.559546,0.199501
0.241386,0.109171,-0.127126,0.380626,0.17234,0.107265,0.824183,0.259564,0.375899,-0.222754
-0.560964,0.329004,0.296086,0.755571,0.261718,-0.640182,-0.232828,1.361485,0.781258,-0.341328
0.883267,-0.314793,0.086258,-1.337837,0.976743,-1.38763,-1.554093,1.181951,1.810246,-0.302149
-0.486901,-0.259834,-3.210528,0.221798,0.351096,-0.307984,0.295677,0.906,1.093072,-0.328417
-0.030178,0.438921,-0.045329,0.766462,0.17234,-0.266459,0.069175,0.680626,0.531806,-0.15762
0.15498,-0.275537,0.417003,0.813815,0.261718,0.314889,0.408929,0.830163,0.344717,0.202696
0.759828,-1.304042,-0.023991,-0.973663,-0.006417,0.813187,-2.2336,1.136616,1.903791,2.609177
0.117948,-0.008597,0.623275,-0.855684,0.17234,-1.263055,0.144676,-3.141006,-3.552967,-1.088059
0.043885,0.069915,0.285416,0.372779,0.261718,-0.930856,0.408929,1.525487,0.656532,-0.9274
-0.042522,-0.322644,0.310311,0.287293,0.261718,-0.349509,0.182426,0.406247,0.251173,-0.296784
0.117948,0.124874,0.128935,0.3837,0.17234,0.06574,0.371178,0.372755,-0.310094,-0.034224
-0.017834,-0.047852,0.093371,-0.139302,0.261718,0.024215,0.257927,0.132529,-0.060642,-0.004183
0.043885,-0.079257,0.061363,0.565085,0.261718,0.024215,0.484429,-0.737553,-0.933723,-0.131762
-0.252367,-0.063555,0.594823,0.891245,0.529852,0.397939,-0.799085,0.680626,2.090879,1.040563
-0.240024,-0.534626,0.075589,-0.617039,0.17234,2.100457,0.333428,-1.738495,-1.463808,1.814081
0.241386,-0.110662,0.324537,-0.772226,0.261718,-0.349509,0.748682,-0.849968,-0.341275,-0.58794
0.080916,-0.244132,0.45968,0.426726,0.261718,-0.640182,-0.157328,-1.658562,-0.87136,-0.385269
-0.128929,-0.03215,0.068476,-0.151655,-0.989576,-0.058835,0.295677,-0.96615,-0.715453,-0.092402
0.229043,-0.354049,0.182281,0.210878,0.261718,1.228436,-0.044076,-0.398599,-0.029461,1.285126
0.290762,0.156278,0.136047,1.401386,0.082961,-0.515608,0.182426,1.331527,0.18881,-0.439915
-0.091897,-0.189174,0.345875,0.235912,0.261718,2.349606,0.144676,-1.813866,-1.49499,2.171335
-0.141273,0.250492,0.406334,1.250286,-2.687761,-0.224934,0.144676,0.883594,1.560794,-0.164347
-0.16596,-0.134216,0.256965,0.387041,0.261718,-0.681707,-0.006326,0.084767,-0.341275,-0.5023
-0.017834,-0.22843,0.37077,1.293671,0.17234,-0.183409,0.484429,0.629854,1.997335,-0.321943
0.377169,-0.079257,0.153829,-1.102952,0.261718,-0.224934,0.597681,-0.355477,-0.902542,-0.399446
0.043885,0.069915,0.285416,0.372779,0.261718,-0.764757,0.748682,1.024705,0.750076,-0.941746
0.944986,0.132725,0.136047,0.564936,0.17234,0.107265,0.408929,0.654803,-0.123005,-0.002084
-0.264711,-0.09496,0.01513,-0.597346,0.261718,-0.391033,0.295677,-0.311696,0.375899,-0.380833
-2.573011,0.069915,0.246296,-3.018853,0.082961,-1.595254,1.201687,1.918882,-1.869167,-1.827473
9.52396,-0.181323,0.068476,-2.809808,-2.777139,-2.342701,-5.782139,1.094038,-3.771237,-4.671073
9.943651,-0.220579,-0.048886,-0.675372,-3.045274,-0.349509,-1.025587,0.259797,1.591976,0.404402
0.142636,-1.916434,-0.023991,-0.504341,0.261718,0.231839,0.635431,-0.086865,-0.247731,-0.003218
-0.141273,0.729415,0.079145,0.151709,0.261718,-1.013906,-0.006326,0.495073,0.469443,-0.803847
0.117948,-0.29909,0.473906,-0.204438,0.082961,-0.391033,0.182426,-0.06081,0.064084,-0.328754
-0.042522,0.140576,0.089814,0.07231,0.261718,1.103861,0.597681,-1.447225,-0.684271,0.760668
0.142636,-0.000745,0.153829,0.955845,0.261718,0.480988,0.597681,0.758074,-0.123005,0.208205
0.303106,0.022808,0.146717,-1.815842,0.261718,-0.889332,0.824183,-1.328325,-0.559546,-1.083056
0.031541,0.007106,-0.315616,2.791392,-0.542686,-4.169795,-8.726672,-1.421849,-4.737863,-3.918278
-0.06721,0.462474,0.10404,0.463129,0.261718,0.688613,0.52218,0.414693,0.064084,0.44252
0.080916,0.203385,0.310311,0.26951,0.261718,0.356414,0.55993,0.632359,0.999528,0.132607
0.624046,-0.071406,0.221401,-0.586246,0.887365,-1.512204,-0.874585,0.545941,1.591976,-0.832659
0.130292,0.870736,-3.210528,0.062493,0.261718,0.522513,0.824183,0.763743,0.438262,0.128219
0.290762,0.156278,0.136047,1.401386,0.082961,-0.224934,0.106925,1.336789,0.375899,-0.137874
-0.474557,0.446772,-3.210528,-0.716161,0.351096,3.180103,0.333428,-2.10001,-1.837986,2.720012
1.21655,0.156278,-0.013322,0.353593,0.17234,2.64028,0.597681,-0.992109,-1.089631,2.116435
0.068573,-0.652394,0.395665,1.220985,0.261718,-0.930856,-0.232828,1.128132,0.282354,-0.610942
-0.128929,12.655362,-0.16269,1.993015,-3.22403,-1.512204,-0.157328,3.449962,-3.552967,-1.18667
-0.16596,-0.267686,0.256965,0.051662,0.261718,0.06574,0.597681,0.350195,-0.060642,-0.150218
0.229043,-0.000745,0.171611,-0.002793,0.261718,-0.266459,0.031425,0.352874,-0.310094,-0.123938
0.192011,-0.251983,0.33165,0.296423,0.261718,-0.349509,0.257927,0.426536,0.40708,-0.333058
0.09326,0.329004,0.271191,-0.813522,0.17234,1.43606,-2.497853,-0.345808,-0.029461,-0.857071
0.426544,-0.055704,-0.08445,0.139087,0.976743,-0.266459,-1.365341,-0.516489,0.905984,0.754242
-0.560964,0.329004,0.296086,0.755571,0.261718,1.186911,0.333428,-0.632031,0.40708,1.004543
-0.017834,0.23479,-0.180472,0.621032,0.261718,0.231839,0.899684,0.2557,-0.621908,-0.162538
0.043885,-0.173471,0.285416,-0.775121,0.17234,0.273364,-0.044076,-0.719419,-0.341275,0.398965
-0.314087,0.540986,-0.041773,0.882562,0.261718,-0.515608,-0.044076,0.072923,-0.029461,-0.324945
-0.104241,0.022808,0.377883,1.279945,0.17234,1.020811,0.069175,0.246595,0.750076,1.022999
0.512951,-0.008597,-0.045329,-1.738144,-1.525845,-1.927453,-3.554865,-0.279156,-1.432627,-1.268054
0.105604,0.10132,0.246296,0.08708,0.261718,0.273364,0.031425,0.660434,0.687713,0.350564
-0.079554,-0.173471,0.367214,0.324501,0.261718,1.934358,1.201687,-1.025736,-0.247731,1.109579
0.229043,-0.016448,0.317424,-0.526838,0.261718,-0.307984,0.673182,-0.178486,0.157628,-0.511028
0.290762,0.109171,-0.112901,0.221262,0.261718,0.190314,0.446679,0.271602,0.500624,0.05901
0.710453,-0.102811,0.157386,1.199979,0.976743,-0.266459,-1.28984,0.736969,1.124254,0.683201
0.229043,0.014957,0.395665,-1.399572,0.082961,-0.474083,0.182426,-1.494113,0.219991,-0.399928
-0.560964,0.329004,0.296086,0.755571,0.261718,0.605563,0.899684,-0.300066,0.874802,0.159189
0.241386,0.109171,-0.127126,0.380626,0.17234,0.231839,0.295677,-0.113096,-0.528364,0.165156
0.192011,-0.259834,0.402778,-0.06593,0.261718,-0.10036,0.295677,-0.616013,-0.466001,-0.120888
0.130292,-0.024299,0.246296,0.121006,0.082961,0.14879,0.484429,-0.008447,-0.060642,0.003677
-0.091897,0.2976,0.079145,0.196496,0.261718,-0.889332,0.144676,0.175243,-0.029461,-0.766585
0.290762,0.109171,-0.112901,0.221262,0.261718,0.439463,0.182426,0.001514,0.251173,0.426487
0.698109,-0.369751,0.185837,-0.92264,0.976743,-1.470679,-1.365341,-1.918884,-1.900349,-0.514597
0.907954,1.467426,0.37077,-1.242027,0.708609,-0.266459,-1.176589,-0.735651,0.937165,0.600503
0.142636,-0.000745,0.153829,0.955845,0.261718,-0.141884,0.484429,1.070002,0.687713,-0.266261
0.266074,0.580242,0.114709,-0.165469,0.261718,-0.640182,0.371178,0.598149,0.219991,-0.654533
0.204355,-0.354049,0.32098,0.410166,-0.989576,0.314889,-6.310645,0.354175,-1.526171,-2.729558
0.130292,0.077766,0.299642,-0.693335,0.261718,-0.515608,0.144676,0.105969,0.095265,-0.420844
0.019197,-0.173471,0.306755,-0.081535,0.17234,-0.515608,0.220177,-0.088652,-0.310094,-0.466906
0.364825,0.195534,0.175168,-0.027618,0.261718,-0.806282,0.257927,0.718933,0.531806,-0.749973
1.019049,0.030659,0.335206,-2.318136,-4.654081,-1.346105,-2.611104,-2.638147,-2.180982,-2.692826
0.09326,-0.212727,0.260522,-0.527256,0.261718,-0.806282,0.106925,-1.453341,-1.027268,-0.672362
0.130292,0.077766,0.299642,-0.693335,0.261718,-1.30458,0.295677,-3.439071,-2.9917,-1.212661
-0.437525,-0.471816,0.463236,-0.545248,0.261718,-1.263055,0.635431,-3.504637,-3.116426,-1.325605
-0.030178,0.305451,-3.203415,-0.130828,0.17234,0.06574,0.295677,0.77945,0.438262,0.036299
-0.091897,-0.142067,0.324537,0.65821,0.17234,1.020811,0.597681,-1.074391,-0.87136,0.688048
0.229043,-0.354049,0.182281,0.210878,0.261718,0.107265,0.144676,0.253312,-0.372457,0.144759
0.056229,0.124874,0.136047,0.14974,0.17234,-0.01731,0.031425,0.353418,0.18881,0.091439
0.130292,-0.314793,0.417003,1.051058,0.082961,0.937762,0.408929,0.326605,0.313536,0.727432
1.130144,-0.087108,-0.002652,-0.479635,0.082961,-0.01731,0.106925,0.111269,-0.87136,0.052236
-0.054866,-0.024299,0.079145,0.136282,0.261718,-0.681707,0.295677,0.678859,0.219991,-0.653122
-0.091897,0.2976,0.079145,0.196496,0.261718,-0.474083,0.182426,0.805933,0.375899,-0.408463
-3.498799,0.454623,0.128935,-5.440122,-0.006417,-0.183409,0.635431,0.043082,-0.060642,-0.389609
0.105604,0.289748,0.171611,-0.220044,0.261718,1.768258,0.484429,-0.936891,-1.183175,1.420963
0.57467,0.085618,0.310311,-2.167514,0.261718,-1.429155,-0.119577,-1.33879,0.344717,-1.131578
0.15498,0.595945,0.036468,-0.126143,0.261718,0.522513,0.861934,0.440321,0.126447,0.116284
-0.252367,-0.401156,0.466793,0.631147,0.261718,-0.889332,0.031425,1.334187,0.687713,-0.705562
-0.252367,-0.063555,0.594823,0.891245,0.529852,0.480988,-3.479364,1.002882,2.465057,-0.953186
-0.153617,-0.354049,0.37077,-0.513262,0.261718,-1.096956,-0.119577,-1.765579,-1.307901,-0.830441
